check_id,check_syntax,description
371,invalid_count({column_name}) > {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
372,invalid_count({column_name}) <= {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
373,invalid_count({column_name}) >= {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
374,invalid_count({column_name}) != {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
375,invalid_count({column_name}) <> {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
376,invalid_count({column_name}) between {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
377,invalid_count({column_name}) not between {threshold}:\n  - valid format: negative decimal comma,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a negative number that uses comma (,) as decimal indicator."
378,invalid_count({column_name}) = {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
379,invalid_count({column_name}) < {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
380,invalid_count({column_name}) > {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
381,invalid_count({column_name}) <= {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
382,invalid_count({column_name}) >= {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
383,invalid_count({column_name}) != {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
384,invalid_count({column_name}) <> {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
385,invalid_count({column_name}) between {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
386,invalid_count({column_name}) not between {threshold}:\n  - valid format: negative decimal point,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a negative number that uses period (.) as decimal indicator."
387,invalid_count({column_name}) = {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a negative integer"
388,invalid_count({column_name}) < {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a negative integer"
389,invalid_count({column_name}) > {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a negative integer"
390,invalid_count({column_name}) <= {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a negative integer"
391,invalid_count({column_name}) >= {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a negative integer"
392,invalid_count({column_name}) != {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative integer"
393,invalid_count({column_name}) <> {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a negative integer"
394,invalid_count({column_name}) between {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a negative integer"
395,invalid_count({column_name}) not between {threshold}:\n  - valid format: negative integer,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a negative integer"
396,invalid_count({column_name}) = {threshold}:\n  - valid format: negative percentage,"Checks if the invalid count for {column_name} is equal to the given {threshold}, ensuring the format is a negative percentage"
397,invalid_count({column_name}) < {threshold}:\n  - valid format: negative percentage,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a negative percentage"
398,invalid_count({column_name}) > {threshold}:\n  - valid format: negative percentage,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a negative percentage"
